ID,Ph,Calcium(in ppm),Magnesium(in ppm),Chlorine(in ppm),Benzene(in ppb),THM(in ppb),Copper(in ppm),Nitrate(in ppm),Drinking Purpose,Ailments,Cement Industry Purpose,Irrigation Purpose
2534,4.32284,55.71438,173.98851,98.9696,34.14483,18.61529,44.96489,434.91783,No,"Breathing Difficulty,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
2535,0.23476,410.64531,287.66049,261.72936,101.05366,265.08874,59.07281,454.72785,Yes,Safe,Yes,Yes
2536,7.97668,194.53901,55.67183,78.13625,109.95382,116.43693,27.69852,18.29,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
2537,1.90054,315.43011,72.84674,359.46695,43.30545,267.24839,88.69688,289.45447,Yes,Safe,Yes,Yes
2538,8.33236,56.29569,28.48688,2.77802,2.07517,4.24202,1.17864,9.97967,Yes,Safe,Yes,No
2539,8.55802,49.90852,41.90246,166.13594,92.61308,15.28742,24.30454,31.04695,No,"Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
2540,5.1078,45.38563,33.2872,92.87152,2.40831,4.72911,0.13622,91.83126,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
2541,0.92177,313.12699,347.96954,88.13158,6.87058,331.75935,4.77297,71.62433,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
2542,7.74706,44.16967,14.31016,2.1858,3.91378,7.36381,1.35295,5.33469,Yes,Safe,Yes,No
2543,7.83224,43.44672,10.21751,3.72391,3.15901,7.73247,0.08329,3.59513,Yes,Safe,Yes,No
2544,9.30209,286.08118,56.29261,177.38107,74.68315,112.62735,25.1987,108.63803,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
2545,9.14981,116.40554,195.93619,188.10871,42.8739,80.43525,23.57723,165.79023,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
2546,12.39979,251.62267,292.89367,220.16341,116.41118,174.58387,95.4647,470.22014,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
2547,8.0534,71.77664,20.03079,2.57239,1.91782,0.11831,1.07463,0.00457,Yes,Safe,Yes,No
2548,11.58402,158.60252,27.17534,177.59061,183.56553,141.47526,25.09374,125.36439,No,"Burns in mouth and throat,Stomach pain,Diarrhoea,Bladder Cancer,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
2549,5.94765,52.25674,44.11278,108.31161,2.49904,2.9811,0.03026,59.76028,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
2550,10.87657,150.82971,129.37628,38.67291,117.71136,157.34763,12.63206,284.23051,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
2551,6.88605,22.39393,21.4338,3.38935,2.16524,8.64044,1.44253,8.88061,Yes,Safe,No,No
2552,7.55159,22.22993,85.86184,102.98386,178.74726,134.25669,27.64293,186.61185,No,"Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
2553,8.77802,367.53702,126.32384,315.79827,368.65878,35.42779,64.61156,56.22997,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
2554,7.60907,59.30021,11.02064,2.67239,3.06093,5.69847,1.76346,2.31423,Yes,Safe,Yes,No
2555,10.96461,105.80137,70.68985,55.27819,74.20125,189.98871,28.40581,57.6652,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
2556,9.96304,90.49701,198.26417,343.69042,393.03326,20.08518,48.92072,182.91992,Yes,Safe,Yes,Yes
2557,2.25065,168.26555,317.4383,303.94802,389.61606,287.31625,42.54406,114.43314,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
2558,7.33585,64.34286,22.14417,3.86741,2.8837,7.96098,0.26157,3.0186,Yes,Safe,Yes,No
2559,10.35453,80.66313,134.17418,56.53609,96.89636,160.62784,20.47748,0.49376,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea",Yes,No
2560,10.04541,29.87609,57.75225,131.08049,108.9502,169.52624,9.79205,40.68661,No,"Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
2561,7.83088,48.85448,13.7752,3.05441,0.18067,1.04038,0.18296,3.98288,Yes,Safe,Yes,No
2562,7.02705,50.64158,26.24753,3.05896,4.7089,4.86299,0.87255,8.23189,Yes,Safe,Yes,No
2563,10.75957,207.60944,117.45477,176.2348,2.54369,134.82045,11.67028,247.93645,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
2564,12.12533,74.27042,91.4151,248.55869,16.14247,95.53383,51.15883,162.649,No,"Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
2565,10.63965,180.0613,111.25098,28.0741,72.94589,167.59239,23.98634,183.2788,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
2566,13.70507,337.74117,106.87001,460.50083,302.42607,344.44227,46.32609,115.85328,Yes,Safe,Yes,Yes
2567,7.24339,284.32176,92.3159,22.54254,41.73292,35.37603,10.80696,82.23455,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
2568,7.57186,69.07355,11.05971,2.31625,3.46299,7.97933,1.99019,1.92937,Yes,Safe,Yes,No
2569,6.94054,42.50807,27.41673,3.64361,0.18194,6.79548,1.44813,4.44969,Yes,Safe,No,No
2570,11.63227,296.59788,126.9729,79.81223,187.73262,143.23619,9.23636,150.89994,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
2571,7.11355,50.70603,20.36406,2.39317,3.06813,8.04219,1.02798,9.24641,Yes,Safe,Yes,No
2572,7.82108,47.78246,13.31372,2.12026,2.72942,9.00932,0.37889,3.99914,Yes,Safe,Yes,No
2573,6.79872,30.03941,11.44978,2.51542,2.41544,0.29431,1.83492,3.32998,Yes,Safe,No,No
2574,4.51979,456.02953,198.5373,247.23805,343.62219,332.53183,68.64546,396.65809,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
2575,5.90192,48.10974,49.86451,122.47048,1.11463,0.5991,0.08902,83.61494,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
2576,12.2026,165.10737,160.59013,36.23199,347.51856,164.24488,96.1702,191.83817,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
2577,8.1103,70.56969,28.8488,2.40116,0.66482,0.79789,1.32516,8.90204,Yes,Safe,Yes,No
2578,7.31339,73.33827,13.47763,2.64639,3.57204,2.77966,1.07611,7.10055,Yes,Safe,Yes,No
2579,6.65005,30.80363,26.25968,2.30616,2.08636,2.61481,1.15355,0.84084,Yes,Safe,No,No
2580,5.04422,49.84949,55.97597,93.25087,4.74151,1.73838,0.13084,96.24639,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
2581,5.04131,364.91089,170.5977,485.69833,311.54654,351.31867,41.95616,267.5418,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
2582,8.78727,177.95628,249.17089,366.35767,119.78951,242.54879,71.12767,448.10434,Yes,Safe,Yes,Yes
2583,6.47496,37.45879,43.62873,120.8932,0.19369,5.17255,0.19598,37.03528,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
2584,6.37793,153.92026,264.86659,389.2772,195.99429,333.64319,44.80799,205.36293,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
2585,5.61816,50.17566,53.49669,131.9218,0.09941,4.00633,0.16569,62.23416,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
2586,9.85544,297.70394,307.66195,22.31308,12.18544,135.98905,66.8269,346.07927,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
2587,12.336,21.9017,148.94866,171.45005,62.18874,223.6843,20.66901,271.61318,Yes,Safe,Yes,Yes
2588,12.21714,449.54795,386.6335,156.00059,199.78171,107.34826,14.6328,312.46391,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
2589,8.48815,39.37815,211.14367,90.80748,53.78638,151.50811,26.80783,82.45403,Yes,Safe,Yes,Yes
2590,5.56363,33.6149,35.13062,105.50615,2.94018,6.59529,0.00155,25.77946,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
2591,9.80677,429.91234,12.49089,311.65972,207.50884,286.73742,34.32603,468.09984,No,"Burns in mouth and throat,Stomach pain,Diarrhoea,Bladder Cancer,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
2592,7.98959,49.79624,17.44865,2.22001,4.92992,1.54358,0.78806,5.05958,Yes,Safe,Yes,No
2593,9.67122,159.70918,6.81622,171.99168,145.38229,53.99218,17.51967,213.36124,No,"Burns in mouth and throat,Stomach pain,Diarrhoea,Bladder Cancer,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
2594,2.49351,145.12948,159.22192,231.80696,58.1223,198.70985,97.04777,408.00669,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
2595,5.7615,33.22294,38.84895,130.22207,2.85897,3.43774,0.12306,128.50634,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
2596,5.5294,282.24151,82.51801,475.86375,291.05179,83.53553,80.96951,472.07282,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
2597,1.8571,255.58646,199.71241,92.49256,142.50423,286.32956,50.74395,125.21387,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
2598,6.34194,32.48171,53.24097,130.6031,4.72909,3.95405,0.03679,70.83199,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
2599,5.04506,58.80302,57.80807,52.68118,0.62114,5.26613,0.1837,140.31692,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
2600,13.91649,38.39206,93.9607,427.64712,115.66857,221.39557,96.1014,140.01272,No,"Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
2601,6.96274,58.96082,55.87198,65.98873,1.12622,7.07101,0.1482,129.96903,No,"Nausea,Diarrhoea,Methemoglobinemia",No,Yes
2602,11.08163,203.73978,105.99708,129.3496,193.2824,4.55316,26.4542,275.35928,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Diarrhoea,Methemoglobinemia",Yes,No
2603,6.47663,30.07233,47.9685,116.34024,3.58533,4.10327,0.08083,131.01747,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
2604,5.59692,46.20652,40.96604,55.26935,1.33198,6.95566,0.14011,84.86462,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
2605,7.74578,31.90394,18.75909,3.68701,1.09948,6.20513,1.04947,0.91518,Yes,Safe,Yes,No
2606,10.91711,4.02806,40.33434,118.76324,109.71955,76.73412,15.67612,45.35026,No,"Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
2607,7.65529,57.13094,21.14396,2.98872,0.98623,8.22724,0.14504,0.60284,Yes,Safe,Yes,No
2608,5.69235,36.59876,36.28929,59.45972,1.55011,7.81581,0.05117,145.36457,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
2609,12.67323,20.23563,203.44526,146.59309,253.76617,374.62101,72.70326,204.87374,No,"Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
2610,6.31504,34.48395,58.3231,70.68364,0.07579,0.37101,0.03393,55.43716,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
2611,5.17612,57.93396,53.7428,60.05711,0.80927,3.10644,0.09131,72.72804,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
2612,6.04026,138.83768,255.70757,237.16622,350.86937,179.9937,59.56674,31.57485,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
2613,5.62708,31.48416,31.67419,51.51442,1.69495,4.56922,0.02034,115.80107,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
2614,8.90395,190.46349,112.37013,194.0232,158.80876,195.19599,21.31817,8.58424,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea",Yes,No
2615,7.82209,38.1434,18.13125,3.96936,3.47837,6.64434,1.17435,9.67376,Yes,Safe,Yes,No
2616,7.01471,34.36908,21.80648,2.07303,0.38111,2.79533,1.20654,0.06733,Yes,Safe,Yes,No
2617,5.02226,179.10242,137.70848,379.64224,268.30813,194.62051,86.28296,276.26471,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
2618,7.65617,62.43931,23.78184,2.30484,2.66879,9.33392,1.99661,6.00822,Yes,Safe,Yes,No
2619,0.2874,191.83321,201.71934,280.98471,383.16231,165.08658,41.96149,308.88798,Yes,Safe,Yes,Yes
2620,11.59715,26.51943,214.03529,133.27834,89.09379,335.6366,12.38307,98.76964,No,"Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
2621,8.15009,61.30282,27.23394,3.4283,2.15874,2.15133,0.22373,4.70176,Yes,Safe,Yes,No
2622,12.88235,422.89628,70.05902,70.52402,309.71777,250.83772,37.10082,332.74057,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
2623,12.03767,394.85958,109.70903,0.64597,187.53267,228.11554,74.2586,461.99536,No,"spasms,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
2624,9.75499,372.6947,301.29432,492.84074,226.4058,352.81315,63.9626,350.80711,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
2625,8.18742,69.84262,10.63276,3.05765,0.59799,2.70326,0.0809,8.83158,Yes,Safe,Yes,No
2626,6.95222,60.68493,19.51955,3.4856,2.24458,8.55307,0.30284,6.604,Yes,Safe,No,No
2627,8.17222,6.42177,44.03026,162.99424,5.39359,56.47793,7.02594,222.30287,No,"Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
2628,7.6457,41.67644,22.74381,3.43808,4.64769,1.74932,0.85519,7.94421,Yes,Safe,Yes,No
2629,9.46328,163.05856,46.00518,116.29792,180.93876,39.17192,12.49281,74.34823,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
2630,7.03243,170.17872,45.4503,64.25442,125.67059,332.93618,9.10744,363.64818,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
2631,7.15776,48.81227,25.46965,3.02908,3.51595,2.66981,1.10323,2.82053,Yes,Safe,Yes,No
2632,8.1703,65.70139,12.69283,2.74342,4.56806,7.56327,1.53824,0.89202,Yes,Safe,Yes,No
2633,10.75822,223.99289,88.52217,85.43196,143.41492,52.01591,0.39577,194.26678,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Methemoglobinemia",Yes,No
2634,7.84463,25.87364,16.71154,3.37986,4.62283,2.62909,1.03679,7.53682,Yes,Safe,Yes,No
2635,9.04352,227.84403,114.61658,79.39129,83.80586,198.75074,27.10553,63.98733,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
2636,6.03648,49.72132,57.61636,62.66858,0.75377,3.22901,0.13359,92.86028,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
2637,8.35131,177.63194,138.39398,367.49789,375.18687,131.80073,39.90179,272.78948,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
2638,7.14942,27.18628,25.05397,3.45497,4.28626,9.07324,0.88321,4.98169,Yes,Safe,Yes,No
2639,0.08471,151.09319,54.77299,366.00936,10.14132,107.02206,26.82355,60.12327,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
2640,7.08231,268.91075,62.75041,169.04989,83.11155,135.94649,16.98772,101.44163,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
2641,10.18922,60.67621,0.67743,85.17334,128.22134,120.52551,28.41101,51.62071,No,"Diarrhoea,Bladder Cancer,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
2642,11.76665,55.28591,341.68088,285.35814,382.66602,20.79441,88.9851,275.54809,No,"Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
2643,7.65599,235.32643,278.76202,469.7746,329.45285,282.60041,84.1056,428.70168,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
2644,6.52117,25.98461,13.15055,3.05955,2.49007,5.77574,1.7871,6.46322,Yes,Safe,No,No
2645,6.31656,42.38162,39.41243,68.07474,4.58526,8.89373,0.17917,60.50348,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
2646,5.73215,51.61554,40.44158,109.65592,1.14543,4.0555,0.00901,115.49501,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
2647,11.61482,62.1984,105.61489,45.58635,79.00187,4.78688,26.08165,265.65649,No,"Nausea,Diarrhoea,Leukaemia,Anaemia,Diarrhoea,Methemoglobinemia",Yes,No
2648,0.99363,250.02535,168.24604,238.74082,149.31616,277.88141,50.91996,99.32585,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
2649,7.08297,284.30437,31.22417,490.16778,272.72762,6.79047,78.72493,302.59331,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Diarrhoea,Methemoglobinemia",No,No
2650,6.96035,49.39197,37.7632,57.15551,1.46743,9.78774,0.07127,29.2955,No,"Nausea,Diarrhoea,Methemoglobinemia",No,Yes
2651,12.33611,231.26207,292.68681,10.34835,386.42446,220.03252,33.79595,177.70484,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
2652,8.25162,141.07992,112.62831,49.50377,25.41692,7.94433,7.01431,21.36955,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Diarrhoea,Methemoglobinemia",Yes,No
2653,11.86669,202.2255,334.61372,207.8029,183.01911,43.40178,13.63269,42.793,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
2654,5.95222,42.72124,56.23798,71.6463,1.98346,1.76646,0.12864,106.8572,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
2655,6.15195,323.89348,29.40064,309.10675,232.32118,263.72127,82.42361,178.75427,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Diarrhoea,Bladder Cancer,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
2656,7.70963,48.1439,16.45733,2.01961,1.94539,7.70001,0.77085,6.79846,Yes,Safe,Yes,No
2657,0.10457,187.20435,134.3117,384.77602,172.93282,212.94492,31.34009,127.52357,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
2658,7.72236,51.53067,23.3734,3.64346,1.68677,2.62337,1.07885,2.72531,Yes,Safe,Yes,No
2659,13.04912,462.92212,14.78726,373.37287,199.11703,118.22429,26.97737,356.55344,No,"Burns in mouth and throat,Stomach pain,Diarrhoea,Bladder Cancer,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
2660,8.39246,210.58824,172.08315,169.65881,153.96439,77.84711,21.65275,276.96328,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
2661,2.38497,275.47922,175.35131,146.02356,353.80385,237.64847,60.44489,314.951,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
2662,0.04862,364.26199,266.95646,162.19818,50.7942,140.4005,59.47884,135.44334,Yes,Safe,Yes,Yes
2663,6.70108,33.12402,40.65008,107.37671,4.60455,9.71539,0.06424,66.1596,No,"Nausea,Diarrhoea,Methemoglobinemia",No,Yes
2664,10.26172,127.4681,89.04083,153.00739,114.90286,165.17055,0.95758,169.21951,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Methemoglobinemia",Yes,No
2665,10.50134,318.28399,51.23394,46.03724,183.08641,390.85373,47.86389,196.48373,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
2666,12.45222,129.78519,142.987,410.70087,274.36124,366.84224,87.10332,132.54267,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
2667,11.43497,267.23127,130.87516,177.74235,21.84021,65.87543,7.51508,13.54285,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
2668,7.11619,158.56204,301.66948,450.77435,207.36744,27.59306,54.81839,256.09142,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
2669,10.4431,55.62547,6.56776,101.74295,121.82483,45.56413,23.71278,115.18832,No,"Diarrhoea,Bladder Cancer,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
2670,7.93304,28.96992,19.72743,2.49348,1.39188,2.52557,1.38937,2.39007,Yes,Safe,Yes,No
2671,12.37267,201.16529,363.65312,121.80585,87.64699,303.80878,79.65273,344.35047,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
2672,1.72724,139.6168,195.77567,205.28953,278.13345,205.78869,69.13116,466.704,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
